id,database_key,optimization_key,query_key,iteration,start_time,end_time,execution_time,client_energy_consumed,server_energy_consumed,,,
628,postgres,base,11,17,1719164263157,1719164263250,93,0,117462.169435,,,
632,postgres,base,11,18,1719164268434,1719164268529,95,0,103148.730897,,,
633,postgres,base,11,19,1719164271629,1719164271722,93,0,102810.613333,,,
587,postgres,base,11,2,1719164196464,1719164196557,93,0,104290.790698,,,
636,postgres,base,11,20,1719164274822,1719164274914,92,0,113903.491694,,,
639,postgres,base,11,21,1719164280118,1719164280212,94,570.401993,113713.684385,,,
642,postgres,base,11,22,1719164283316,1719164283410,94,0,127538.733333,,,
645,postgres,base,11,23,1719164288603,1719164288695,92,0,114162.33,,,
648,postgres,base,11,24,1719164293883,1719164293978,95,0,113921.730897,,,
652,postgres,base,11,25,1719164299157,1719164299251,94,0,115792.688742,,,
655,postgres,base,11,26,1719164304430,1719164304524,94,876.392027,115038.598007,,,
658,postgres,base,11,27,1719164309712,1719164309805,93,0,114935.01,,,
661,postgres,base,11,28,1719164314983,1719164315077,94,0,126460.466667,,,
664,postgres,base,11,29,1719164318171,1719164318265,94,0,115640.820598,,,
589,postgres,base,11,3,1719164199664,1719164199758,94,0,116354.392027,,,
667,postgres,base,11,30,1719164323459,1719164323553,94,0,115705.89,,,
591,postgres,base,11,4,1719164202863,1719164202957,94,0,116261.970199,,,
595,postgres,base,11,5,1719164208142,1719164208237,95,0,116908.89,,,
596,postgres,base,11,6,1719164211351,1719164211445,94,0,117339.18,,,
599,postgres,base,11,7,1719164214559,1719164214653,94,0,117478.083612,,,
602,postgres,base,11,8,1719164219838,1719164219933,95,0,117231.15,,,
606,postgres,base,11,9,1719164225123,1719164225218,95,0,103603.253333,,,
671,postgres,base,12,1,1719164328749,1719164329205,456,0,115089.697674,,,
696,postgres,base,12,10,1719164365818,1719164366242,424,0,1266987.7,,,
700,postgres,base,12,11,1719164371110,1719164371534,424,0,1270607.282609,,,
703,postgres,base,12,12,1719164374299,1719164374723,424,0,1280223.728611,,,
706,postgres,base,12,13,1719164377494,1719164377919,425,0,1268937.579701,,,
709,postgres,base,12,14,1719164382774,1719164383198,424,0,1262764.711761,,,
712,postgres,base,12,15,1719164385985,1719164386413,428,0,1260976.450596,,,
713,postgres,base,12,16,1719164389168,1719164389594,426,0,1278879.733333,,,
717,postgres,base,12,17,1719164394457,1719164394882,425,0,1272413.458195,,,
721,postgres,base,12,18,1719164399739,1719164400165,426,0,1286259.303333,,,
724,postgres,base,12,19,1719164405017,1719164405442,425,0,1268463.56,,,
674,postgres,base,12,2,1719164334021,1719164334469,448,562.089701,1398010.122557,,,
727,postgres,base,12,20,1719164408217,1719164408670,453,0,1281121.43134,,,
732,postgres,base,12,21,1719164413501,1719164413930,429,0,1328035.116667,,,
735,postgres,base,12,22,1719164418775,1719164419200,425,527.009967,1284626.226091,,,
738,postgres,base,12,23,1719164421963,1719164422387,424,0,1273508.298212,,,
741,postgres,base,12,24,1719164425157,1719164425581,424,0,1278346.254884,,,
743,postgres,base,12,25,1719164428353,1719164428775,422,0,1280723.364771,,,
746,postgres,base,12,26,1719164431539,1719164431963,424,0,1290538.902688,,,
750,postgres,base,12,27,1719164436815,1719164437240,425,0,1281405.35053,,,
751,postgres,base,12,28,1719164440005,1719164440433,428,0,1244065.255814,,,
754,postgres,base,12,29,1719164443195,1719164443620,425,0,1277336.712775,,,
675,postgres,base,12,3,1719164337211,1719164337632,421,0,1373712.55893,,,
758,postgres,base,12,30,1719164448462,1719164448886,424,0,1268580.588837,,,
679,postgres,base,12,4,1719164340395,1719164340816,421,0,1244390.852137,,,
681,postgres,base,12,5,1719164343587,1719164344010,423,0,1249337.253876,,,
683,postgres,base,12,6,1719164346776,1719164347204,428,0,1226579.696944,,,
686,postgres,base,12,7,1719164352058,1719164352484,426,2381.983444,1232328.032425,,,
689,postgres,base,12,8,1719164355252,1719164355677,425,0,1290914.89,,,
692,postgres,base,12,9,1719164360536,1719164360964,428,0,1273558.395626,,,
762,postgres,base,13,1,1719164453738,1719164454139,401,0,1284590.833333,,,
788,postgres,base,13,10,1719164484550,1719164484955,405,0,1152367.542599,,,
791,postgres,base,13,11,1719164487741,1719164488149,408,0,1157910.021556,,,
793,postgres,base,13,12,1719164490932,1719164491337,405,0,1143216.274585,,,
799,postgres,base,13,13,1719164496216,1719164496620,404,0,1145088.835216,,,
800,postgres,base,13,14,1719164499410,1719164499813,403,0,1106949.36388,,,
804,postgres,base,13,15,1719164502615,1719164503016,401,0,1132974.919867,,,
808,postgres,base,13,16,1719164507903,1719164508305,402,0,1126692.141473,,,
811,postgres,base,13,17,1719164511104,1719164511506,402,0,1129512.64883,,,
814,postgres,base,13,18,1719164514298,1719164514702,404,0,1140351.715563,,,
818,postgres,base,13,19,1719164519580,1719164519982,402,0,1116450.241678,,,
765,postgres,base,13,2,1719164456929,1719164457335,406,16740.225914,1150697.95,,,
821,postgres,base,13,20,1719164522764,1719164523168,404,0,1138823.06206,,,
825,postgres,base,13,21,1719164528027,1719164528423,396,0,1154363.909117,,,
831,postgres,base,13,22,1719164533296,1719164533689,393,742.355482,1123543.397174,,,
835,postgres,base,13,23,1719164538571,1719164538972,401,3560.434039,1129952.847663,,,
838,postgres,base,13,24,1719164541755,1719164542157,402,0,1143524.109236,,,
842,postgres,base,13,25,1719164547036,1719164547465,429,0,1143794.850498,,,
846,postgres,base,13,26,1719164552315,1719164552716,401,0,1155397.609322,,,
851,postgres,base,13,27,1719164557604,1719164558005,401,0,1144070.308306,,,
855,postgres,base,13,28,1719164562881,1719164563287,406,0,1140016.346756,,,
860,postgres,base,13,29,1719164568159,1719164568567,408,504.245033,1143078.045151,,,
768,postgres,base,13,3,1719164460118,1719164460519,401,0,1138123.690365,,,
866,postgres,base,13,30,1719164573437,1719164573842,405,583.158416,1145272.871229,,,
770,postgres,base,13,4,1719164463309,1719164463715,406,0,1147495.60299,,,
772,postgres,base,13,5,1719164466504,1719164466945,441,3443.913621,1100312.023256,,,
775,postgres,base,13,6,1719164469695,1719164470098,403,0,1189745.165714,,,
778,postgres,base,13,7,1719164472886,1719164473290,404,0,1132511.408915,,,
781,postgres,base,13,8,1719164476079,1719164476485,406,0,1160859.283333,,,
783,postgres,base,13,9,1719164479271,1719164479681,410,0,1169170.045493,,,
869,postgres,base,14,1,1719164576658,1719164576954,296,0,1148368.478526,,,
908,postgres,base,14,10,1719164622103,1719164622400,297,0,874331.257726,,,
912,postgres,base,14,11,1719164627388,1719164627684,296,5100.983389,863692.266447,,,
917,postgres,base,14,12,1719164632674,1719164632971,297,0,886144.071152,,,
920,postgres,base,14,13,1719164635862,1719164636159,297,0,884659.423082,,,
925,postgres,base,14,14,1719164641147,1719164641444,297,0,885156.719551,,,
930,postgres,base,14,15,1719164646427,1719164646723,296,0,878153.27464,,,
932,postgres,base,14,16,1719164649630,1719164649925,295,560.430464,877782.298237,,,
937,postgres,base,14,17,1719164654906,1719164655198,292,0,882477.600196,,,
940,postgres,base,14,18,1719164658099,1719164658395,296,0,861220.146667,,,
945,postgres,base,14,19,1719164663375,1719164663670,295,0,850811.063333,,,
873,postgres,base,14,2,1719164581940,1719164582235,295,0,850445.514415,,,
948,postgres,base,14,20,1719164666566,1719164666861,295,0,884183.184385,,,
954,postgres,base,14,21,1719164671851,1719164672151,300,0,855781.933333,,,
958,postgres,base,14,22,1719164677124,1719164677420,296,1235.704319,838647.352848,,,
962,postgres,base,14,23,1719164680319,1719164680615,296,0,877727.744186,,,
965,postgres,base,14,24,1719164683540,1719164683836,296,0,849696.524147,,,
969,postgres,base,14,25,1719164688817,1719164689105,288,0,879159.579402,,,
972,postgres,base,14,26,1719164692015,1719164692311,296,0,925893.640831,,,
976,postgres,base,14,27,1719164695205,1719164695501,296,0,850749.169702,,,
980,postgres,base,14,28,1719164700481,1719164700775,294,0,852581.969934,,,
984,postgres,base,14,29,1719164705766,1719164706065,299,0,828351.72298,,,
877,postgres,base,14,3,1719164587229,1719164587525,296,0,883817.383333,,,
990,postgres,base,14,30,1719164711043,1719164711340,297,0,877514.483333,,,
881,postgres,base,14,4,1719164592504,1719164592799,295,583.066225,886370.177925,,,
885,postgres,base,14,5,1719164595699,1719164595995,296,0,887112.322536,,,
890,postgres,base,14,6,1719164600974,1719164601271,297,0,850490.379315,,,
894,postgres,base,14,7,1719164606252,1719164606548,296,0,896782.710586,,,
899,postgres,base,14,8,1719164611540,1719164611841,301,0,883006.41246,,,
903,postgres,base,14,9,1719164616821,1719164617120,299,0,862967.94,,,
993,postgres,base,15,1,1719164714230,1719164714854,624,0,846371.212757,,,
1026,postgres,base,15,10,1719164749218,1719164749838,620,0,1946869.893688,,,
1029,postgres,base,15,11,1719164752408,1719164753028,620,0,1979624.257009,,,
1034,postgres,base,15,12,1719164757688,1719164758308,620,0,1991535.720332,,,
1038,postgres,base,15,13,1719164760873,1719164761495,622,0,1927543.797852,,,
1042,postgres,base,15,14,1719164766155,1719164766774,619,0,1909640.765183,,,
1048,postgres,base,15,15,1719164771442,1719164772064,622,569.122517,1985231.378638,,,
1050,postgres,base,15,16,1719164774620,1719164775230,610,0,1964235.87841,,,
1054,postgres,base,15,17,1719164777825,1719164778444,619,541.837748,1958369.04,,,
1060,postgres,base,15,18,1719164783111,1719164783731,620,0,1942399.306834,,,
1063,postgres,base,15,19,1719164786302,1719164786927,625,0,1903834.860332,,,
995,postgres,base,15,2,1719164717419,1719164718041,622,0,1974282.830129,,,
1067,postgres,base,15,20,1719164791585,1719164792206,621,0,1965614.897412,,,
1071,postgres,base,15,21,1719164794779,1719164795403,624,0,1977504.934551,,,
1075,postgres,base,15,22,1719164797976,1719164798597,621,540.594684,1946467.551483,,,
1079,postgres,base,15,23,1719164803254,1719164803881,627,0,1939145.790144,,,
1082,postgres,base,15,24,1719164806444,1719164807067,623,0,2234090.609601,,,
1085,postgres,base,15,25,1719164809631,1719164810253,622,0,1959946.526432,,,
1090,postgres,base,15,26,1719164814914,1719164815536,622,0,1955416.710357,,,
1095,postgres,base,15,27,1719164820199,1719164820820,621,541.405316,1959026.687375,,,
1101,postgres,base,15,28,1719164825466,1719164826084,618,0,1976939.731236,,,
1105,postgres,base,15,29,1719164828661,1719164829281,620,0,1965404.579557,,,
1001,postgres,base,15,3,1719164722700,1719164723320,620,0,1965051.899662,,,
1108,postgres,base,15,30,1719164831846,1719164832470,624,755.662252,1947278.469391,,,
1004,postgres,base,15,4,1719164725895,1719164726515,620,0,1934790.844097,,,
1007,postgres,base,15,5,1719164729088,1719164729710,622,644.708609,1939096.359579,,,
1012,postgres,base,15,6,1719164734367,1719164734994,627,0,1951850.512691,,,
1015,postgres,base,15,7,1719164737561,1719164738190,629,0,1971397.911491,,,
1018,postgres,base,15,8,1719164740751,1719164741372,621,0,2004125.412268,,,
1022,postgres,base,15,9,1719164746028,1719164746649,621,0,1959762.866667,,,
1113,postgres,base,16,1,1719164837128,1719164837303,175,1225.176667,1919732.694592,,,
1152,postgres,base,16,10,1719164874222,1719164874394,172,0,392086.413333,,,
1155,postgres,base,16,11,1719164877408,1719164877582,174,0,385179.483333,,,
1158,postgres,base,16,12,1719164880590,1719164880762,172,0,387050.427152,,,
1162,postgres,base,16,13,1719164883778,1719164883952,174,0,388943,,,
1166,postgres,base,16,14,1719164886967,1719164887146,179,0,390097.930464,,,
1170,postgres,base,16,15,1719164892242,1719164892415,173,0,394585.029801,,,
1174,postgres,base,16,16,1719164895428,1719164895601,173,0,391992.311037,,,
1179,postgres,base,16,17,1719164900708,1719164900882,174,0,382453.390728,,,
1184,postgres,base,16,18,1719164905991,1719164906166,175,0,390893.126667,,,
1188,postgres,base,16,19,1719164909183,1719164909362,179,0,392359.66,,,
1115,postgres,base,16,2,1719164840317,1719164840507,190,0,394472.292359,,,
1194,postgres,base,16,20,1719164914472,1719164914651,179,649.687708,420837.946309,,,
1198,postgres,base,16,21,1719164917648,1719164917825,177,0,421892.33557,,,
1201,postgres,base,16,22,1719164920835,1719164921007,172,102324.887043,394751.465116,,,
1206,postgres,base,16,23,1719164926109,1719164926280,171,0,366763.413333,,,
1210,postgres,base,16,24,1719164929305,1719164929478,173,0,380728.622517,,,
1214,postgres,base,16,25,1719164932510,1719164932682,172,0,393245.076667,,,
1217,postgres,base,16,26,1719164935708,1719164935879,171,0,386545.603333,,,
1223,postgres,base,16,27,1719164940995,1719164941175,180,0,387797.71,,,
1227,postgres,base,16,28,1719164946280,1719164946454,174,0,422202.080537,,,
1231,postgres,base,16,29,1719164949473,1719164949652,179,0,389184.332226,,,
1119,postgres,base,16,3,1719164843513,1719164843685,172,0,453068.086093,,,
1236,postgres,base,16,30,1719164954750,1719164954928,178,0,395240.963455,,,
1126,postgres,base,16,4,1719164848790,1719164848964,174,0,386483.383333,,,
1130,postgres,base,16,5,1719164851984,1719164852163,179,0,367271.2,,,
1133,postgres,base,16,6,1719164855172,1719164855351,179,0,394658.388704,,,
1138,postgres,base,16,7,1719164860471,1719164860651,180,738.501661,424199.799331,,,
1142,postgres,base,16,8,1719164863671,1719164863851,180,0,399716.183333,,,
1146,postgres,base,16,9,1719164868944,1719164869117,173,0,421015.410596,,,
1243,postgres,base,17,1,1719164960029,1719164962181,2152,519.60596,6766689.003424,,,
1297,postgres,base,17,10,1719165021421,1719165023576,2155,0,6799111.737293,,,
1302,postgres,base,17,11,1719165026617,1719165028779,2162,0,6845448.613138,,,
1309,postgres,base,17,12,1719165033900,1719165036052,2152,0,6780629.712088,,,
1315,postgres,base,17,13,1719165041192,1719165043344,2152,0,6721425.870767,,,
1322,postgres,base,17,14,1719165048479,1719165050626,2147,0,6767377.599996,,,
1329,postgres,base,17,15,1719165055766,1719165057929,2163,0,6733873.645649,,,
1334,postgres,base,17,16,1719165063053,1719165065201,2148,0,6840927.678337,,,
1339,postgres,base,17,17,1719165068249,1719165070409,2160,510.179402,6772039.310065,,,
1347,postgres,base,17,18,1719165075532,1719165077698,2166,0,6813754.49334,,,
1351,postgres,base,17,19,1719165080726,1719165082894,2168,119572.48,6851497.514754,,,
1250,postgres,base,17,2,1719164967329,1719164969483,2154,0,6682120.83796,,,
1355,postgres,base,17,20,1719165085925,1719165088084,2159,0,6871107.675418,,,
1360,postgres,base,17,21,1719165091124,1719165093301,2177,4433.93141,6832322.835821,,,
1367,postgres,base,17,22,1719165098416,1719165100577,2161,0,6840294.098751,,,
1371,postgres,base,17,23,1719165103615,1719165105757,2142,0,6844848.697053,,,
1378,postgres,base,17,24,1719165110904,1719165113058,2154,497.576159,6760225.974598,,,
1384,postgres,base,17,25,1719165118181,1719165120340,2159,0,6849351.628119,,,
1390,postgres,base,17,26,1719165125476,1719165127632,2156,488.682119,6784593.280055,,,
1395,postgres,base,17,27,1719165130672,1719165132826,2154,0,6830976.895735,,,
1400,postgres,base,17,28,1719165135877,1719165138032,2155,0,6823495.966389,,,
1406,postgres,base,17,29,1719165143157,1719165145319,2162,864.222591,6772961.941116,,,
1255,postgres,base,17,3,1719164972522,1719164974685,2163,722.684385,6753720.684971,,,
1411,postgres,base,17,30,1719165148364,1719165150518,2154,0,6753842.486271,,,
1261,postgres,base,17,4,1719164979801,1719164981959,2158,508.490066,6667770.330491,,,
1267,postgres,base,17,5,1719164987090,1719164989239,2149,0,6791462.131369,,,
1273,postgres,base,17,6,1719164994377,1719164996530,2153,0,6803833.796211,,,
1279,postgres,base,17,7,1719165001661,1719165003815,2154,1249.495017,6745231.278462,,,
1286,postgres,base,17,8,1719165008940,1719165011099,2159,2776.276667,6761902.91214,,,
1290,postgres,base,17,9,1719165014132,1719165016287,2155,1364.459294,6759250.175478,,,
1417,postgres,base,18,1,1719165155653,1719165158383,2730,0,6157012.892567,,,
1461,postgres,base,18,10,1719165206697,1719165209420,2723,0,8356994.244464,,,
1467,postgres,base,18,11,1719165211895,1719165214629,2734,524.456954,8350466.699292,,,
1471,postgres,base,18,12,1719165217104,1719165219837,2733,0,8379696.257018,,,
1476,postgres,base,18,13,1719165222305,1719165225036,2731,0,8449564.671244,,,
1481,postgres,base,18,14,1719165227529,1719165230250,2721,0,8433002.395124,,,
1486,postgres,base,18,15,1719165232731,1719165235428,2697,488.278146,8440179.317318,,,
1493,postgres,base,18,16,1719165240029,1719165242755,2726,0,8211545.073014,,,
1498,postgres,base,18,17,1719165245229,1719165247953,2724,0,8509275.961186,,,
1504,postgres,base,18,18,1719165252521,1719165255243,2722,0,8406043.316732,,,
1510,postgres,base,18,19,1719165259811,1719165262510,2699,0,8447885.865571,,,
1422,postgres,base,18,2,1719165160859,1719165163565,2706,0,8278438.552969,,,
1516,postgres,base,18,20,1719165265015,1719165267735,2720,0,8192357.599244,,,
1523,postgres,base,18,21,1719165272307,1719165275032,2725,0,8320206.075206,,,
1528,postgres,base,18,22,1719165277502,1719165280221,2719,0,8417424.901443,,,
1535,postgres,base,18,23,1719165284787,1719165287492,2705,0,8495822.756463,,,
1539,postgres,base,18,24,1719165290006,1719165292744,2738,0,8263697.356719,,,
1544,postgres,base,18,25,1719165295200,1719165297924,2724,0,8443652.763053,,,
1551,postgres,base,18,26,1719165302489,1719165305221,2732,0,8363148.506796,,,
1556,postgres,base,18,27,1719165307700,1719165310439,2739,0,8474790.439769,,,
1561,postgres,base,18,28,1719165312901,1719165315639,2738,0,8390717.843221,,,
1567,postgres,base,18,29,1719165318097,1719165320827,2730,0,8481333.639966,,,
1426,postgres,base,18,3,1719165166078,1719165168832,2754,0,8198507.939085,,,
1573,postgres,base,18,30,1719165325388,1719165328148,2760,0,8363030.192871,,,
1431,postgres,base,18,4,1719165171275,1719165174010,2735,93061.162791,8499543.582858,,,
1436,postgres,base,18,5,1719165176478,1719165179208,2730,0,8400425.945853,,,
1440,postgres,base,18,6,1719165181703,1719165184429,2726,0,8314333.365757,,,
1444,postgres,base,18,7,1719165186929,1719165189661,2732,514.0299,8408935.231082,,,
1450,postgres,base,18,8,1719165194212,1719165196928,2716,0,8373437.053103,,,
1456,postgres,base,18,9,1719165199409,1719165202133,2724,0,8365121.063036,,,
1578,postgres,base,19,1,1719165332678,1719165333090,412,0,2682805.920834,,,
1615,postgres,base,19,10,1719165369746,1719165370156,410,0,1248993.563888,,,
1619,postgres,base,19,11,1719165375018,1719165375427,409,0,1229002.38113,,,
1625,postgres,base,19,12,1719165380306,1719165380743,437,1295.724252,1230249.269214,,,
1628,postgres,base,19,13,1719165383492,1719165383904,412,0,1278156.445515,,,
1633,postgres,base,19,14,1719165388767,1719165389179,412,0,1197162.869767,,,
1638,postgres,base,19,15,1719165394039,1719165394455,416,291064.408638,1223399.643322,,,
1643,postgres,base,19,16,1719165399309,1719165399723,414,0,1210904.9,,,
1649,postgres,base,19,17,1719165404628,1719165405037,409,0,1250225.569043,,,
1652,postgres,base,19,18,1719165407823,1719165408233,410,0,1229757.923588,,,
1656,postgres,base,19,19,1719165413103,1719165413513,410,0,1232432.946922,,,
1583,postgres,base,19,2,1719165337954,1719165338366,412,0,1255005.774086,,,
1661,postgres,base,19,20,1719165418382,1719165418792,410,0,1248305.674419,,,
1665,postgres,base,19,21,1719165423659,1719165424073,414,0,1224781.973333,,,
1671,postgres,base,19,22,1719165428933,1719165429346,413,507.480132,1221531.901766,,,
1676,postgres,base,19,23,1719165434209,1719165434619,410,0,1216941.84,,,
1679,postgres,base,19,24,1719165437410,1719165437823,413,0,1234169.764901,,,
1682,postgres,base,19,25,1719165440602,1719165441013,411,0,1237134.70336,,,
1685,postgres,base,19,26,1719165443790,1719165444204,414,552.344371,1257565.731473,,,
1691,postgres,base,19,27,1719165449062,1719165449473,411,0,1242697.86487,,,
1695,postgres,base,19,28,1719165452258,1719165452672,414,0,1248831.304983,,,
1698,postgres,base,19,29,1719165455456,1719165455865,409,2217.098516,1233673.453449,,,
1588,postgres,base,19,3,1719165343230,1719165343642,412,0,1266636.47093,,,
1702,postgres,base,19,30,1719165460736,1719165461148,412,0,1213715.743713,,,
1591,postgres,base,19,4,1719165346421,1719165346833,412,0,1256022.199336,,,
1595,postgres,base,19,5,1719165349613,1719165350023,410,660.637874,1233070.047342,,,
1599,postgres,base,19,6,1719165352801,1719165353213,412,0,1200317.912647,,,
1603,postgres,base,19,7,1719165358082,1719165358493,411,0,1232196.833311,,,
1607,postgres,base,19,8,1719165361265,1719165361679,414,0,1235112.273588,,,
1611,postgres,base,19,9,1719165364456,1719165364867,411,0,1211066.22365,,,
87,postgres,base,2,1,1719163092813,1719163093031,218,0,1914831.933333,,,
105,postgres,base,2,10,1719163132044,1719163132262,218,0,326449.229236,,,
107,postgres,base,2,11,1719163135246,1719163135467,221,0,310513.14,,,
109,postgres,base,2,12,1719163138441,1719163138663,222,0,294929.423729,,,
111,postgres,base,2,13,1719163143732,1719163143953,221,2110.066445,302246.72093,,,
113,postgres,base,2,14,1719163146935,1719163147155,220,810.083056,319198.806667,,,
115,postgres,base,2,15,1719163150129,1719163150346,217,0,308201.74,,,
117,postgres,base,2,16,1719163153323,1719163153544,221,2157.30897,308519.093023,,,
118,postgres,base,2,17,1719163156515,1719163156732,217,0,319008.186047,,,
120,postgres,base,2,18,1719163159713,1719163159931,218,743.169435,310701.16,,,
122,postgres,base,2,19,1719163164995,1719163165213,218,0,298864.976821,,,
89,postgres,base,2,2,1719163098100,1719163098319,219,1653.233333,353018.746667,,,
124,postgres,base,2,20,1719163168197,1719163168418,221,1081.395349,303261.903974,,,
126,postgres,base,2,21,1719163171405,1719163171625,220,0,318267.589404,,,
128,postgres,base,2,22,1719163176683,1719163176902,219,0,319726,,,
130,postgres,base,2,23,1719163179880,1719163180098,218,2162.010861,323318.742268,,,
132,postgres,base,2,24,1719163183081,1719163183297,216,6604.519868,319857.02,,,
134,postgres,base,2,25,1719163188363,1719163188581,218,763.039867,316930.32,,,
136,postgres,base,2,26,1719163191569,1719163191784,215,725.706667,310278.805369,,,
138,postgres,base,2,27,1719163194775,1719163194990,215,0,319366.384615,,,
140,postgres,base,2,28,1719163200070,1719163200288,218,0,317144.03,,,
142,postgres,base,2,29,1719163203267,1719163203484,217,710.72093,321268.325581,,,
